,docs,topics
22832,"compassion , decency , honesty and then ask yourself , is this what you want for another 4 years . vote america , vote , vote like your life depends on it , bcoz it literally does , and vote",0
22833,"being smaller , could be advantageous to democrats . it shows , that they really have to get out and vote to kill trump.overconfidence lead to a trump victory in 2016 , is they are far less confident in biden",1
22834,if you asked me who i think will win the presidency i honestly couldn even tell you . i could see it going either way . i can,0
22835,his problem is their will be no under voting this time their has been more early voting than all votes cast in 2016 that is a sign that,0
22836,biden will win trust the process,1
22837,"trump will win again , think about it half the nation is willing to have cognitive bias and cheat and intimidate people",0
22838,"joe cannot win pennsylvania, winsconsin, michigan, and arizona for sure.",-1
22839,that awesome ! ! but still go vote for biden to defeat hate and racism . these polls are great but don mean anything until the end,-1
22840,be careful trump can still win...so many polls could be wrong...so get up and vote now for biden if you want the country back to normal biden 2020,1
22841,"it will say something absolutely terrible about the american people if trump wins again . it 's one thing to be fooled by a con man once , but to do it",0
22842,temporary president of the usthese scenarios we dont want to happen so please .. all republicans .. get out n vote vote votewe just need more republicans out of 350 millions in populations of this country .. in order to,-1
22843,fake you are liars!if notorious idiot biden wins north korea will bomb you with nuclear weapon1kim jong un has just signed executiv order!vote trump if you want to be live,1
22844,"trump said himself that if everyone votes then he cannot win. if you do not vote, he wins. get out and vote.",0
22845,"not so fast,beware of hiden,secret trump voters..y'all go out and vote,don't believe the poll.trump can be reelected.vote vote vote!",0
22846,"he's leading all over. people are sick of the democrat socialist party. pelosi, schumer, nadler, schiff, biden etc. they will vote straight gop.",-1
22847, even the crooked cnn has bowed and consented to trump's early lead. surely power belongs to our god and not fake media. thank you america for voting wisely. trump 303 win,0
22848,biden is racist and against gays ! facts check over here ? ? who you really vote for ! don let the manipulate media play with you,1
22849,i am from nederland we do not call trump over here we call orangina 45 or mr. pussy grabber and pinnochio. vote vote.,-1
22850,"by a landslide . i live in northern new mexico and never in my 65 years have i seen people voting for republican president , but this year is different . tis year i do not see any biden signs",1
22851,"joe biden , said if you do not vote for me your not black ! , now does that mean that everyone who votes for him is black",-1
22852,"joe biden , said if you do not vote for me your not black ! , now does that mean that everyone who votes for him is black",-1
22853,"if people are keeping their true feelings for trump hidden , they are as pathetic as he is . they voting for him , not looking to date him . adding to the stupidity , if you too embarrassed to",0
22854,"joe biden , said if you do not vote for me your not black ! , now does that mean that everyone who votes for him is black",-1
22855,wants to stop mail-in-ballot counting the day after the election using the republican majority in the supreme court . so win on election evening or face how trump steals the election just like bush stole florida from gore in 2000.,-1
22856,"know my state and predicted scott , desantis because i know the ignorance of people . i knew kemp would win because we were told he was cheating . i knew trump would win because i knew people did not",0
22857,"joe biden , said if you do not vote for me your not black ! , now does that mean that everyone who votes for him is black",-1
22858,joe biden is gonna win and that's for sure.,1
22859,national security advisor warns of china threat if biden wins the presidency,-1
22860,"joe biden , said if you do not vote for me your not black ! , now does that mean that everyone who votes for him is black",-1
22861,trump gonna win huge. fr.,0
22862,negotiations with denmark to purchase greenland . china is aggressively seeking this real estate . it looks like trump will win this . i am sure the world does not want china to own greenland .,-1
22863,"biased at all ... well what are you doing sitting around reading this comment for get out there and * vote * bring a friend , we can not let this orange can of spray paint wreck our country anymore",0
22864,well this time he is rung because we vote for biden not trump. better luck next time.,1
22865,only votes biden is getting is the fraud votes biden is getting.,1
22866,california is gonna turn red. i guarantee biden is not gonna win in florida. are you crazy fl is trump country. trump is gonna win bigger than last time,-1
22867,sorry mr cnn trump will win,0
22868,i vote for trump to prison,0
22869,vote biden harris!!! my senator in arizona only won by a few thousand votes last election. no vote should be taken for granted.,1
22870,a vote for trump is a vote for covid.,-1
22871,cnn always lies. they are an insult to american values... a true communist organization... and they will implode from the weight of their corruption after trump wins the 2020 election.,0
22872,vote for america or vote for trump you have the choice by please vote vote vote!,0
22873,trump will win lol why is cnn lying again,0
22874,he's right again. trump wins by a bigger landslide. watch some western blue states turn red!!!,-1
22875,yes i am voting for trump 2 hours later your house is getting broken into.,0
22876,what 's up with the stupidity of people 's constant voting in for criminals year after year ? ? ? anyone voting for biden is a traitor to our great,1
22877,all be ashamed ! ! ! biden can not remember his name ! ! you really want this idiot to win ? ? ? you people are nuts ! trump will win in a landslide ! !,1
22878,"trump will win . cnn has the map is wrong in wa , thats my predictions for 2020",0
22879,"this is 2016 all over. trump wins again, mark my words!",0
22880,did this idiot say reputable pollsters .lol biden can only win thru fraud ..... biden is a loser always has been .a criminal and a god hater .,1
22881,"do not be blind ,take your band out of your eyes trump is going to win like a tsunami over the democrat.",0
22882,ballots can do a win . it 's a well-deserved referendum on trump 's 4 years . do it - vote him out !,0
22883,when trump wins will you be moving to socialists venezuela or communist china.,-1
22884,"it simple, i like money, i like making money, i like to keep my money, so trump is the guy. if you want to loose everything vote biden, it that simple.",1
22885,"my fellow americans , please vote republican , if only this time . we can not afford to elect a president that is completely beholden",0
22886,vote the clown out.. biden 2020.. trump has failed america and the world.,1
22887,trump win,0
22888,"my fellow americans , please vote republican , if only this time . we can not afford to elect a president that is completely beholden",0
22889,"my fellow americans , please vote republican , if only this time . we can not afford to elect a president that is completely beholden",0
22890,"i know of 42 lifetime democrats,thanks to the riots ,and the lack of dem mayors and gov response ,only 2 will be voting for biden harris ! we done !",1
22891,america needs an enema! vote and lets cleanse trump from the nation colon!,0
22892,why would i vote for the party who wants to defund police ? \rwhy would i vote for the party who takes away,-1
22893,a vote for trump is a vote for covid.,-1
22894,"might be right , especially since he was right in 2016. we wo n't know until the end . i voted for trump in 2016 , but i am voting for biden now . a lot of people i know",1
22895,who here has to vote for trump or joejust so they have a higher chance to keep their job,-1
22896,"if you vote for biden you will rip a harvest of death, hell and the grave! biden party is strait out of hell!!!",1
22897,people are only voting for biden because they hate trump you can not win an election on only that . obama had excitement and motivation . crooked hillary had excitement and motivation .,1
22898,trump will win in a landslide . the democrats are sellouts . we want america to be prosperous and its people not,0
22899,"my fellow americans , please vote republican , if only this time . we can not afford to elect a president that is completely beholden",0
22900,what about all the votes they are finding throwed away and biden will not take my guns,1
22901,lmao y hate trump so much you want to vote a dead horse into office.,0
22902,in 2016 people voted for the republican party and trump little did they know or knew what they had created an evil empire,-1
22903,fight media bias!!!! send an email to cnn & the others tell them you will no longer be watching their biased garbage. thats what i did. your vote will count!  trump 2020,0
22904,fact: trump will win,0
22905,why would i vote for the party who wants to defund police ? \rwhy would i vote for the party who takes away,-1
22906,"usa population 2020 :331,002,651in 2016 : vap - 250,056,000voters turnout - 138,847,000percentage : 55.5 % in 2020 : early voting , as today oct 31 , 2020 - 87,202,186percentage - 34.8 % if looking at the 2016 , voters",-1
22907,fake news vote trump,0
22908,giving the number of deplorable living in united states i think trump will win 2020 mostly by cheating,0
22909,"trump does not have any plan for america. he has a plan to corruptly enrich himself, finance his foreign loans and save himself from prison.america vote trump the criminal family out. and vote in biden /harris.",0
22910,trump he likes to attack his rival than to adressss or what his plan if he win hahahha poor trump the reality us no matter what he cannot win thats facts idiot,0
22911,"he 's not even trying to make the lies believable anymore ! remember how in 2018 he said if we voted democrats in the caravan would invade our country , and then we voted dems in and nothing happened ?",0
22912,biden is so weak... trump is going to win again. because the usa sucks,1
22913,this election a lot of democrats will be surprised. i have the feeling that trump will win. i saw a lot republicans decided to vote on election date. i do not believe with the polls.,0
22914,disgraceful time to rewrite history enough is enough vote vote you are voting for your lives and the lives of your loveones so please vote vote vote it,0
22915,if biden doesn win in a land slide like cnn is claiming. it should be illegal for them to talk about polls.,1
22916,cannot wait to this shit to be over.. if biden win great and if trump win it is what it is.,1
22917,i already voted for biden but i predict a trump win . america is done as shit unless dems get senate and impeach 45 again . but we all know,1
22918,i loved bernie sanders - here i am today - vote blue - please god let biden win- this country cannot take four more years of crazy trump! vote biden/harris 2020!,1
22919,"trump has turned out the vote dramatically, we're just not voting for him. i, as a once proud republican, voted all blue.",-1
22920,there are so many people that are scared to admit they are voting for trump because people attack them and label them all kinds of nasty things . just like 50 cent,0
22921,trump = a last min james comey present whose time is up. thank god! vote,0
22922,look like a joke - no way trump will win . thats why a lot of democrats did not bother voting . they say its a cnn poll . how many republicans bother responding to liberal media ? i just,0
22923,so if trump wins no cv,0
22924,vote trump 2020,-1
22925,donald trump and his administration have been hiding information lying to the public and now cheating to try to win the election they need to be held accountable for all the deaths they cost all of them including their,0
22926,unlike any past election and as such he will be proven wrong this time and biden will wim ! i voted early and by mail -4d very time ever this tear ! . and i am soo glad that i,1
22927,again this looks like a re-run of the 2016 election trump is ahead in early voting in florida this did not happen with hilary biden is done!,-1
22928,we still do not know who biden would nominate to supreme court. that in itself should tell people to vote straight gop. get the socialists out of there already.,1
22929,i wonder how many cities will burn again if trump wins tuesday. better put police in every major city just in case someone doesn like the result.,0
22930,"if trump is reelected, will people who voted against him accept the results or will it be the russians again thus we must have a second investigation into trump russian collusion? just curious.",0
22931,trump is not winning fox pollster,0
22932,biden will win,1
22933,trump will win with a landslide,0
22934,"vote and ask your family friends to vote , no matter who you vote , vote blue or vote biden",-1
22935,vote for incompetent trump and watch russia and china run over the us.....trump is an easy mark !,-1
22936,pres trump wins forever,0
22937,trump will win again by a landslide! like 2016 the poles weren even close!! trump2020,0
22938,trump is up 7 points in iowa :d45% of gays are voting for trump :d30% of blacks are voting for trump :dmaga :d,0
22939,so many uneducated people in these comments lol can wait for y to loot and riot when trump wins,0
22940,i cant wait for trump to win and see all you cry like little babies again. going to be hilarious,0
22941,"assuming that biden wins with a landslide , i doubt that trump then will be able and/or willing to run the country for",1
22942,temporary president of the usthese scenarios we dont want to happen so please .. all republicans .. get out n vote vote votewe just need more republicans out of 350 millions in populations of this country .. in order to,-1
22943,like complete fools .. it looks like cnn is gearing up to make an attempt at saving face when trump wins again .,0
22944,its does not matter the electoral college doesnt have to vote the way the popular vote does. the whole state could vote for trump and electoral college can choose biden.,0
22945,president trump will win by landslide !!! these slanted so-called polls by anti-trump media which communist china loves will be surprissed on november 3.,0
22946,trump is pathetic. vote your life depends on it. biden 2020.,1
22947,patting you on the back really it will be ok. when trump wins,0
22948,trump already won !!!!!!!,0
22949,vote or trump will get electedbiden 2020,-1
22950,trump win will mean the end of the usa . compulsory draft  and war with any country that says no to him . he want to go out with bang,0
22951,"reliable than most other pollstrafalgar is also a very big trump supporter , so bias is rampant there.regardless , go vote . and remember you are either voting for america or voting for trump , cans do both .",0
22952,"before we can make america actually great again, we have to make america normal again.overwhelm trump in the votes so he cannot cheat his way out without looking suspicious.",0
22953,its about trump vs anti-trump. i am shy-anti-trump. never voted before but in 2020 i jumped in n made sure to dump trump out.,0
22954,temporary president of the usthese scenarios we dont want to happen so please .. all republicans .. get out n vote vote votewe just need more republicans out of 350 millions in populations of this country .. in order to,-1
22955,"please, vote for biden",1
22956,as long as the orders keep voting i believe biden will win but do not underestimate trump's capacity to cheat and place doubt that is what a dictator does,1
22957,i hope biden wins,1
22958,hahahaha president donald trump great god give donald trump big win 3 november...dont worry be happy ..true get true .dream cone true..lied get lie,0
22959,"trump will unfortunately take michigan. you missing all the woodland people who barely have wifi, who still read a newspaper, and still vote republican.",-1
22960,biden 2020 a vote for comrade trump is a vote for russia.,1
22961,"biden has it in the bag - look at the polls, no need to worry or feel guilty about not being able to vote for him, also why would you risk getting covid by voting in person.",-1
22962,cnn=fake news the polls does not count. go out and vote trump 2020,0
22963,win this battle because we coming to you first everywhere i go nobody likes joe bideneverybody i know is actually voted for donald trump do you think we would actually vote a racist person like joe biden you are out,-1
22964,republican candidate and us president donald trump wins reelection with a landslide.he demolished his rival biden and his washington sponsors.,0
22965,biden cannot turn over in bed much less turn a state blue. trump will win big.,-1
22966,biden gonna win in landslide really no reason to vote,1
22967,"title should be: pollster who predicted trump win but has gotten everything else wrong since then...if you always predict republicans will win, you will be right when republicans win. -_-",0
22968,"damn, so happy, trump really gonna win again and save us from gobalist communism.",0
22969,vote for joe biden and make china great again!,-1
22970,"trump is going to win by a vast majority. most people i know are voting for trump and none of them voted for him last time, including myself. we were all democrats until recently.",0
22971,"what so funny is, these polls and speculation models, don take into account ppl like me voting for trump. i independent and biden can lick my nuts",1
22972,they said the same thing about hillary in 2016 trump will win by a landslide. fake news.,0
22973,"yea... trump is going to win again, thank your russian overlords.",-1
22974,"trying to bring those jobs back to america , , but biden will allow them to remain here.vote blue , vote blue , vote blue .",1
22975,trump wins us election with a landslide,0
22976,can wait for putin to hack the election and make himself get 100% of the votes.jk if he hacks it trumps gonna win,0
22977,2020 has been the worst year ever for most of us so let it remind u how bad things can get so dont just wish trump out of our white house vote him out!!!,-1
22978,spoiler alert: trump wins,0
22979,i am voting election day. i want to make sure my vote counts biden all the way.,0
22980,vote for trump. biden has dementia.,1
22981,lol i live in arizona. biden will not win arizona trump had 96 miles of people waiting for him. all caught on video.,-1
22982,trump is winning this!!!!!!!!!!!!!!,0
22983,"even though biden is going to win the presidency what is really important is the democrats winning the senate . without the senate , biden wo",1
22984,i predict that if trump wins america is doomed.,0
22985,screw the polls! vote vote vote! biden 2020,1
22986,vote biden,1
22987,. ' '' please god end this nightmare . if trump was n't such a ridiculously good salesman nobody would vote for his record after this botched covid response . he has been a good republican with his exceedingly conservative,-1
22988,if your prediction does not have trump winning in a land slide then do not bother to tell me. trump 2020.,0
22989,god bless president trump winning re-election 2020! the most americans love president trump and president trump loves every american! for the sake of your and your generations dreams,0
22990,ha ha ha this is laughable ! ! ! y know way better than this ! president trump will win in another landslide ! get your heads outta the sand and quit pretending like this fake news is true,0
22991,". also , the american electorate can be divided in many different groups which tend to be more prone to vote in one direction . uneducated rural whites vote republican , urban african american democrat etc . etc. . because",0
22992,trump is stupid bro i do not even get why people are voting him,0
22993,"dream on democrats, we all know that the polls are biased. trump is going to win the election.want proof, look at trump rallies. now compare them to biden you are being lied too again!",-1
22994,"professor bela stantic said , trump will win election 270-280 seats . genius professor helmut norpoth predicts that trump will win 91 percent of the votes .",0
22995,"an even number . that just seems stupid . so , in the event both candidates gather 268 electoral college votes , the decision goes to the house . then , we 'll know for sure how the republican party",0
22996,free your dark soul & vote trump for another blessed 4 years.,0
22997,"people , go out and vote if u have not votedalready , do not wait until election date . vote early and ignore the polls",0
22998,"1s time voter here. i was thinking to not vote again. i ended up doing the ""early voting"". biden 2020!!!",1
22999,trump = a james comey present whose time is up. thank god! vote,0
23000,by 2 - 3 points in most polls with 3 point margin of error .. she won by 4 million votes .. ec votehelped trump virus in the end,0
23001,not american but vote biden for me,1
23002,lil ' secret . liberal media is an entity that lies for personal gain . joe biden will not win a single state killary lost and the videos of the morons who bought the narrative that biden and harris,-1
23003,trump is going to win and it is going to be epic watching the libtards melt!,0
23004,biden wins this election and it won't even be close. real americans will overwhelm the fooled and herd mentality idiots with their orange turd leader!,1
23005,"don wait for the polls, vote, and vote the right one for a free america. not a golden trump america.",0
23006,just vote trump out : it's a no brainer,0
23007,trump is going to win in a landslide and all you snowflakes will need therapy and medications . then when you realize that cnn,0
23008,"american people for four more years telling them it 's just rain.so put on a mask , get out and vote while keeping your distance . i do not want it to `` rain '' for the american people for",0
23009,biden will not win the state of florida for sure here in miami everyone is voting for trump. the entire latino community supports trump.,-1
23010,biden leading so strong i don even need to vote,1
23011,"president donald trump great ,god help him 100%big win 3 november ...dont worry be happy",0
23012,"if anyone is being quiet about who they 're voting for , it 's biden supporters . he 's clearly demented & will be in a nursing home before",1
23013,understand it .. irrespective of trump who doesnt anyway believes in science .. no wonder teenagers are urging adults to vote ..,-1
23014,why do conservatives consider themselves the silent majority ? trump won the electoral college by a whopping 77k votes in 3 states . republicans won the popular vote once in the last 28 years . the silent majority,0
23015,i not a pollster but i can see that trump will win. and it will be the increased support among minorities that does it for him. he also win independents like myself.,0
23016,hey hi cnn .... does not matter what your polls say....no one cares !!!!..... usa please vote biden harris 2020 !!!! vote .....,1
23017,i voted for trump,0
23018,remember my fellow democrats your vote is private and nobody will ever know you voted for trump,0
23019,"if you do not vote , none of this will come true . to get rid of trump we all need to vote too",0
23020,trump will win by a landslide mercy.,0
23021,he is leading . i image that the other polls are wrong . also i do not believe biden will win pennsylvania after what he said about fracking .,1
23022,i am from the future. trump wins by huge landslide. you're welcome.,0
23023,"this was done more than 2 month ago . who remembers this guy now ? who decided his vote based on this interview ? certainly , nobody from the solid 43 % trump has had during these four",0
23024,"this is crazy . as much as i dislike biden , i hope he wins : /at least with biden you can keep up the fight . with trump , he sicks the national",1
23025,"black & latinx millennial/gen-z vote is down in florida , pennsylvania , michigan , wisconsin , georgia , north carolina , niggas rather protest",-1
23026,what a thanks giving it's going to be vote biden,1
23027,"trump is the failure, loser, liar, and the most racist leadership. more than 227,000 deaths, and too many people are out of work. lock up this loser. america please vote for biden-harris.",1
23028,trump is the best vote 2020....biden is a sell out,1
23029,i hope november 3rd does not reveal to us the horrifying contents in the ballot box . a vote for trump again is like the outer limits episode do not open till doomsday . vote for a more,0
23030,trump will win landslide. you watch.,0
23031,so he leading right now?? and when trumps supporters go out to vote he not lmao,0
23032,i did vote a way back.... go biden go !! thanks,1
23033,"trump 's voters will crawls through shards of burning glass to turn up and vote for his re-election ! and for good reason , look at all the massive corruption the biden family just",1
23034,biden appeal to vote has actually mobilized 100% of trump supports and many liberals to vote for trump,1
23035,really who would vote for biden hes a weirdo he likes children hes a liar a crook nobody shows up at his rallys,1
23036,"always seems to be apologizing for president trump mistakes over and over again , nobody in their right minds would vote for pres trump again , if you wan na see this country become like third world countries , dictators",0
23037,2020 is against a media black out against the hunter biden story that has criminal activity but the stupefied will vote for self enslavement ...,-1
23038,"ignore these people that figure something just vote make honest , legal , . blue was so different then 2020 people did not like hillary people like",-1
23039,it pretty sad american businesses have to board up their businesses because of fear from leftist rioters and looters if trump wins,0
23040,every vote counts . vote what works for you do not let people influence you . trump biden they are all,0
23041,"'' ukraine , there was iraq ... and serbia obamacare does not work as promised you want to change your vote too , like everybody else ?",-1
23042,do not do it people. there is a good chance that trump will win,0
23043,i a lifelong republican from texas.... i voted for biden this time. we have to get this country back to center again!,-1
23044,lol..i think trump will win minnesota.,-1
23045,"this man is 100% credible and being a youtube troll myself, his methodology does seem superior. do not dismiss the possibility that trump can win",0
23046,"cnn, you are doomed if trump win again lol",0
23047,"it is very simple.....either trump wins again in 2020or trump will burn down the house and put hillary, barak, bidenand many others in jail...... it is fascinating to watch.......",0
23048,how can anyone vote for an old man with dementia . it unconscionable. trump 2020... 4 more years . results!,0
23049,"of european politics are all supporting trump clearly proves he is the future and what the world needs . a win for trump will bring europe closer to the us , a win for biden will mean the end of",1
23050,i do not understand how people in florida are spanish are willing to vote for trump and he does not like none of them so i guess that are racist on themselves.,-1
23051,cnn fake news will be dismantled after trump wins by a landslide.,0
23052,trump hack. who care what the poll say. the real poll is the people real vote. go in mass and vote loser the american disgrace and reclaim your country.,0
23053,definitely ! trumps already cheated to win ! he craves the attention he never got as a child. loser !!,0
23054,its overwhelming that trump would have any votes at all.,0
23055,trump can win if there's only 9 votes that count.,0
23056,biden biden he literally has turned me against him by doing that shit . grow up . regardless if biden wins trump will still be president for this coming thanksgiving and christmas and we all hoping the virus is gone,1
23057,cause a civil war . oh my dear god help us all . i do not even think i can vote this year because of covid . the way trump has ruined us i do not think it 'd be,-1
23058,and donald trump is obvious i for one after 57 years of life in this country i am tired of voting for the lesser of two evils . the democratic party needs to be reshaped reformed and taken in the,0
23059,so according to cnn biden is trying to win from hillary who according to them had a 90 % chance of winning in 2016. did cnn get that,-1
23060,"going to win pa by 12 points or wi by 8 points you don know history . they are suppressing votes through polling that favors democrats , they want you to think the race is over despite multiple polling agencies",-1
23061,i think trump was being sarcastic about the court allowing votes to be counted 3 days after tuesday,0
23062,"people of all parties , presidental history in the 3 presidents brought up , i just do not see trump winning at all as his national percentage is already in the point of no return according to presidental history .",0
23063,the news dosent understand if biden wins there's going to be nothing for them to talk about and all the orange man bad people will stop watching them,1
23064,i am mexican american living in california voted for trump 2020,-1
23065,"if biden wins what hillary won and wins mi, pa, and wi,  then it's over for orange fraudster. so sad. no more love letters from little rocket man.",1
23066,trump wins in a landslide wwg1wga hahaha hahaha hahaha turns house red congress changes term law for presidents trump wins 3rd term in 2024 hahaha hahaha,0
23067,"bullshit rioting , and the destruction of small businesses from the left . i sure it going to be another win for trump . make california republican again !",-1
23068,trump will win a second term,0
23069,"trump is the failure, loser, liar, and the most racist leadership. more than 227,000 deaths, and too many people are out of work. lock up this loser. america please vote for biden-harris.",1
23070,"work - including at doctor 's offices ! it 's anecdotal evidence sure , and i still think biden will win but i would not put a ton of money on it . there 's a lot of stupid people",1
23071,hey trump you lying conman per your own administration data coal and manufacturing jobs are down during your watch!biden harris should win because under obama biden jobs were up! let go biden 2020!,1
23072,vote biden if you want to pay six dollars a gallon for your gas good thinking democrats you are so smart.,1
23073,remember my fellow democrats your vote is private and nobody will ever know you voted for trump,0
23074,fake. im going to vote red. joe is unfit to be president. especially kamala.,-1
23075,"but, germany 1939 cannot vote this time, can they. but, as trump have support that must be the case",0
23076,"sounds like he might freak out at any moment . not pro journalism . openly biased and sad . please vote for biden , but do not support biased reporting",1
23077,"if trump was not in a dictatorship american world where voter suppression rules, trump would not win even one electoral vote after grossly negligently mishandling the corona virus pandemic that's killed 100s of thousands in usa.",0
23078,"if biden wins and covid doesn magically vanish like the days to slow the spread then republicans have every right to blame 225,000+ covid deaths on biden...",-1
23079,its clear all these msm polls are just pro biden and trying to lie to you so you won't go vote for trump,1
23080,"'s only one way to kick the stupid , incompetent liar donald trump out of his taxpayer-paid chair ! go vote and do not vote donald trump ! surveys are useless - they only manipulate opinion and do not depict",0
23081,wants to stop mail-in-ballot counting the day after the election using the republican majority in the supreme court . so win on election evening or face how trump steals the election just like bush stole florida from gore in 2000.,0
23082,mannnn they said the same garbage with hilary clinton too and then she got her evil a$$ kicked. i am not voting for trump but cnn needs to stop this bs,0
23083,trump wins democrats will burn everything down . they threw everything at him including the kitchen sink and nothing has worked,0
23084,trump supporters turn up and turn the country red! the polls are fake! vote in person! cnn is fake news always!,0
23085,voting for trump is like buying a big money item and not asking for a receipt that's what republicans are doing when they're trusting trump with a medical plan,-1
23086,vote biden 2020. go vote.vote biden 2020.,1
23087,"'s only one way to kick the stupid , incompetent liar donald trump out of his taxpayer-paid chair ! go vote and do not vote donald trump ! surveys are useless - they only manipulate opinion and do not depict",0
23088,gonna love everyone crying again when trump wins again,0
23089,trump 2020! vote republican!,-1
23090,trump will win again,0
23091,"see your polls on your november 3, if true, but as far as we know and observe , trump will win landslide over your sleepy joe.",0
23092,there is 0 reason to vote biden. vote biden and you do not care about making any money. you will be broke forever.,1
23093,if trump win will u be ashamed?? mr cnn,0
23094,vote for biden ! for an america of freedom no trump that goes the country a state of war as in previous wars for skin color when we are all equal,1
23095,florida vote for biden to end all the lies and control the virus . so america can get back to normal,-1
23096,sick of cnn 's bulshit poles and analysis on how joe biden is going to turn out the votes and win . everybody is completely aware of the lack of enthusiasm for joe biden . i have literally never seen,-1
23097,i wonder what we will be called this time when trump wins and we show everuone we dont want left policies,0
23098,"maybe the repubs are lying to pollsters by saying they're voting for biden to throw things off, go vote !!!",1
23099,vote vote vote vote vote vote........go out and stand in line........vote biden !!!!,1
23100,why do we have confidence that people who didn come out in 2016 to vote against trump will come out now to vote against him . the rhetoric could not have been any hotter,0
23101,pretty sure biden will win... but y'all please vote november 3rd!!i voted last week for the 1st time and oh boy does it feel great!!,1
23102,"what utter bosh!!! mr trump is going to win by a landslide, #maga #trump2020 #godwins.",0
23103,when you pick 1006 people to poll of course biden is winning,1
23104,the only way biden wins is in a bankrupt america contest,1
23105,"polls do not mean anything, we trumps supporters vote on election day!! november 3rd trump 2020",0
23106,i already voted for trump,0
23107,"2016 , and he 'll do so again on tuesday.in order for biden to flip a state , people who voted for trump in 2016 need to change their vote . there are almost no one in michigan and wisconsin",-1
23108,this is the most frightening time of my life . i afraid of trump making our country worse than it is now. vote for joe biden please,1
23109,people into not voting . the good news is that people see through it now . count on trump to win the same states he did last time plus two more . mn and nm .,0
23110,biden is not hilary clinton he will win by a landslide. go vote america.,1
23111,cnn picked hilary. sorry. i a gambling man and democratic and i see trump winning this whole thing.,0
23112,wow biden the guy that doesn even know who he is running against is winning and who barely held any rallies. are people this gone and dumb that they prefer going backwards,1
23113,"the entire trump family needs to go and go fast, they are crazy and they are criminal. vote him out!!!",0
23114,good v evil. good will prevail. vote biden,1
23115,he has the most dictator dangerous cheaters to put in the risk or risky the safety and health of the people lives. votes blue biden and harris 2020 the untied states of america.,1
23116,"i live in ohio i do not know anyone voting for biden and trump signs everywhere . i imagine it 's the same in michigan , pennsylvania and wisconsin",1
23117,mind that t he independents favor biden and never trump republicans are backing biden . biden will have no problem winning the election,1
23118,trump wins by a large amount just wait,0
23119,"i think it 's obvious that trump will win again . whether you love or hate him , his base is strong and he still has massive support",0
23120,anyone who votes for trump is just as unhinged as he is.,0
23121,"this year are different , trump is now the establishment and not thechallenger so that may have cost him some votes etc .",0
23122,vote trump 20/20 you will not regret it i promise.,0
23123,it doesn matter who you vote for because trump said at one of his rallies that on nov 3rd he will say thank you people,0
23124,"go vote save our country, do not fall for cnn lies. trump 2020!",0
23125,"if trump win, america will collapse. this is reality. young, senior and latino must go out to vote for biden.",1
23126,75% americans people vote for trump haha cnn,0
23127,it took my husband 3 months to tell me he voted for trump in the 2016 election. he lucky we are still married.,0
23128,cnn game over trump wins reelection,0
23129,trump wants violence we all know that ! i guess if we can not get the votes for biden then it 's time to pick your militia ! ! that 's what trump wants an unhappy,1
23130,trump wins,0
23131,"don fall for these polls.. msm is backing jb , pollsters are cherry picking questions & selected areas known to support liberals... vote trump 2020",0
23132,"cnn what will be your excuse this time when trump gets a landslide? trump win will end cnn! the world will laugh at you, as a complete joke network!",0
23133,"everyone knows cnn is not to be trusted or watch any more and if biden wins ,it would not be because they were honest,",-1
23134,", cant wait for all the trump voters to vote in person in a few days ! everyone remember that karen that was screaming sitting on the ground in",-1
23135,no need to go out and vote with biden winning. do not risk your lives out there! do not vote! biden is winning yay!,1
23136,after trump wins this cnn will or should retire their network because it prove they lied the entire time in to different elections.,0
23137,"but, trump will win",-1
23138, classic cnn taking things out of context : trump : you supreme court omg did u hear that ? ?,0
23139,we need men in the white house not a men that rascal trump has baby brain we need truly men that good for all life voters i voted for joe biden joe biden an harris 2020,1
23140,im voting for life no for money so my vite is for biden,1
23141,"sorry ,he is wrong trump voters will tell you they vote for himthey are proudly brainwashed this dude is in trumps pocket to boost his ego",0
23142,unfortunately trump will win re-election for two reasons : 1 ) many of his supporters do not participate in polls . 2 ),0
23143,loser criminal trump and his criminal mob and lock him up,0
23144,of lies and an elaborate * hoax conspiracy theory * tells you what a historically horrid candidacy his is . vote trump out ! # countryoverparty # americaortrump # voteblue2020 # bidenharris2020,0
23145,vote trump 2020!! do not believe these fake cnn polls.,0
23146,so by his calculation if he loses some battleground states and just wins michigan or wisconsin trump wins re election?,-1
23147,keep voting it's not over yet. trump votes are going to wait until november 3rd.. so binden votes you have to get your votes in,0
23148,trump voters that have taken the time to post their thoughts about this year 's election & why they are voting for joe biden this time ! the number of americans who have become totally disgusted with trump & all,1
23149,i see what they doing cause fox expert said biden would win,-1
23150,hurry you can vote for a real traitor ! bobulinski bombshell has nothing to do with trump or russia ! that all joe,-1
23151,i am voting for trump,0
23152,"helmut norpoth, a political science professor at stony brook university--who forecasted trump's 2016 win eight months ahead of the election and has accurately predicted 25 out of 27 elections predicts trump in a landslide.",0
23153,dont believe the polls vote joe biden massively on november 3,1
23154,get biden in office we have no time get out and and tell your family friends to vote vote vote,1
23155,damn allot of people going to be in there feelings when trump pulls out the win over joe,-1
23156,fake news! joe biden should go to prison for his corruption. trump will win and win big!!,1
23157,trump will win in a landslide,0
23158,i assume most republicans will vote on election day. while biden supported mail in voting so i think there fear of covid will stop them from waiting in line for hours to vote for biden,-1
